Date,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,NonComm_Postions_Spread_All,Comm_Positions_Long_All,Comm_Positions_Short_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Pct_of_OI_NonComm_Long_All,Pct_of_OI_NonComm_Short_All,Pct_of_OI_NonComm_Spread_All,Pct_of_OI_Comm_Long_All,Pct_of_OI_Comm_Short_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All
2/6/2007,182138,31387,17750,51706,87090,106414,170183,175870,11955,6268,17.2,9.7,28.4,47.8,58.4,93.4,96.6,6.6,3.4,22.5,29.1,32.4,39.1,13,13.6,17.9,19.8
1/30/2007,175153,30789,18193,50814,79739,98287,161342,167294,13811,7859,17.6,10.4,29,45.5,56.1,92.1,95.5,7.9,4.5,19.8,26.6,30.4,36.5,13.6,14.3,18.8,21
1/23/2007,169124,30238,17276,48105,76934,95880,155277,161261,13847,7863,17.9,10.2,28.4,45.5,56.7,91.8,95.4,8.2,4.6,19.2,26.9,29.9,37.1,13.8,14.7,19.2,21.8
1/16/2007,171887,35852,17252,48807,72728,98173,157388,164232,14499,7655,20.9,10,28.4,42.3,57.1,91.6,95.5,8.4,4.5,18.1,26.1,28.7,36.7,13.7,14.9,19.4,22.7
1/9/2007,171344,37276,17793,48551,71564,96204,157391,162548,13952,8795,21.8,10.4,28.3,41.8,56.1,91.9,94.9,8.1,5.1,17.4,25.4,27.8,36.4,13,14.7,18.9,22.5
1/3/2007,177345,45033,17883,49919,69125,102358,164078,170161,13267,7184,25.4,10.1,28.1,39,57.7,92.5,95.9,7.5,4.1,17.1,25.6,27.3,36.9,12.7,15.5,18.9,24
12/26/2006,175013,45391,16602,48461,66785,101815,160637,166878,14375,8135,25.9,9.5,27.7,38.2,58.2,91.8,95.4,8.2,4.6,17.1,25.7,27.9,37.4,12.9,15.7,19.2,24.3
12/19/2006,167635,43676,17454,45126,64658,96799,153459,159378,14176,8257,26.1,10.4,26.9,38.6,57.7,91.5,95.1,8.5,4.9,16.6,24.6,27.5,36.6,13.5,15.7,19.9,24.1
12/12/2006,170384,47566,17605,45551,62409,98529,155527,161685,14858,8699,27.9,10.3,26.7,36.6,57.8,91.3,94.9,8.7,5.1,15.9,23.9,26.9,35.9,13.2,15.4,19.5,24
12/5/2006,171839,45869,18001,50738,61215,95342,157821,164081,14018,7758,26.7,10.5,29.5,35.6,55.5,91.8,95.5,8.2,4.5,15.9,23.3,26.5,35.3,12.7,15.1,19,23.1
11/28/2006,162836,43013,16982,46542,60014,91467,149569,154992,13268,7844,26.4,10.4,28.6,36.9,56.2,91.9,95.2,8.1,4.8,16.3,23.6,26,34.9,12.6,14.9,18.5,23.2
11/21/2006,155139,40325,16947,43069,59476,87919,142870,147936,12269,7203,26,10.9,27.8,38.3,56.7,92.1,95.4,7.9,4.6,16.4,23.8,26.5,35.1,13.2,14.5,19.1,23.1
11/14/2006,155363,39905,16987,42289,59289,88539,141483,147815,13880,7548,25.7,10.9,27.2,38.2,57,91.1,95.1,8.9,4.9,14.9,24.1,24.3,34.6,13,14.8,18.5,23.4
11/7/2006,165573,36265,20587,51180,65420,86735,152865,158502,12708,7071,21.9,12.4,30.9,39.5,52.4,92.3,95.7,7.7,4.3,15.7,23.8,25.7,33,12.5,12.1,18.3,19.7
10/31/2006,151090,31185,24640,41033,65915,78794,138132,144467,12957,6623,20.6,16.3,27.2,43.6,52.2,91.4,95.6,8.6,4.4,17.2,23.1,27.2,31.4,15.1,12.5,21.9,20
10/24/2006,143758,29002,28011,35846,67180,73323,132027,137180,11730,6578,20.2,19.5,24.9,46.7,51,91.8,95.4,8.2,4.6,18.2,22.7,28.5,32.1,16.6,13,23.7,20.3
10/17/2006,139345,27017,33015,34048,68128,65930,129193,132993,10152,6351,19.4,23.7,24.4,48.9,47.3,92.7,95.4,7.3,4.6,19,21.4,29.6,31,17.3,12.8,24.6,19.5
10/10/2006,142009,27069,30692,37425,66513,66665,131007,134781,11003,7228,19.1,21.6,26.4,46.8,46.9,92.3,94.9,7.7,5.1,17.9,21.1,28.5,30.3,17,12.4,24.1,19
10/3/2006,142062,27173,29645,36669,65513,65451,129355,131765,12707,10297,19.1,20.9,25.8,46.1,46.1,91.1,92.8,8.9,7.2,17.7,20.6,28.7,29.7,17.3,12.5,24.4,19.1
9/26/2006,136541,26461,29327,36134,62299,63135,124895,128596,11646,7945,19.4,21.5,26.5,45.6,46.2,91.5,94.2,8.5,5.8,18,19.5,28.9,29.8,17.9,13.1,25.1,19.2
9/19/2006,138298,26295,32381,36581,64491,61323,127367,130285,10932,8013,19,23.4,26.5,46.6,44.3,92.1,94.2,7.9,5.8,17.8,19.3,28.7,29.2,17.3,12.6,24.6,18.9
9/12/2006,132032,27070,28465,33569,60843,62621,121482,124655,10550,7377,20.5,21.6,25.4,46.1,47.4,92,94.4,8,5.6,18.3,20.4,29.8,30.3,18.2,12.9,25.8,19.6
9/5/2006,133046,28175,23232,35005,58487,68197,121668,126435,11379,6612,21.2,17.5,26.3,44,51.3,91.4,95,8.6,5,17.8,22,29.1,32.3,17.6,13.4,25,21.1
8/29/2006,130003,27550,23087,33686,57842,66235,119078,123008,10926,6995,21.2,17.8,25.9,44.5,50.9,91.6,94.6,8.4,5.4,17.5,21.1,28.8,31.1,17.5,13.5,25.3,21.2
8/22/2006,133673,28317,21575,35589,57102,68260,121009,125425,12664,8248,21.2,16.1,26.6,42.7,51.1,90.5,93.8,9.5,6.2,17.1,20.5,28,31,17,14.1,24.3,22
8/15/2006,134945,26910,22616,32369,62626,71888,121905,126872,13040,8072,19.9,16.8,24,46.4,53.3,90.3,94,9.7,6,17.3,18.6,27.8,28.4,16.5,13.3,24.7,21.6
8/8/2006,153905,30025,24663,47417,63411,74055,140854,146135,13052,7770,19.5,16,30.8,41.2,48.1,91.5,95,8.5,5,15.7,17.4,25.7,26.3,14.8,11.6,21.3,19.4
8/1/2006,153176,28798,37759,41796,68560,65061,139154,144616,14022,8560,18.8,24.7,27.3,44.8,42.5,90.8,94.4,9.2,5.6,15.8,18.2,26.6,28.1,15.5,12.4,22.4,19.2
7/25/2006,155756,28156,40379,42536,71775,63654,142468,146569,13288,9187,18.1,25.9,27.3,46.1,40.9,91.5,94.1,8.5,5.9,15.7,17.1,25.4,26.4,15.7,12.3,23,19.4
7/18/2006,151436,28474,36249,41452,68029,65046,137956,142747,13480,8689,18.8,23.9,27.4,44.9,43,91.1,94.3,8.9,5.7,15.4,17.2,24.9,26.9,15.4,12.3,22.8,19.3
7/11/2006,154188,28308,35628,42802,69556,66992,140666,145421,13523,8767,18.4,23.1,27.8,45.1,43.4,91.2,94.3,8.8,5.7,14.6,17.9,24.6,27.6,14.5,11.9,21.7,19.2
7/3/2006,157478,28307,37387,45709,70239,67030,144255,150127,13222,7351,18,23.7,29,44.6,42.6,91.6,95.3,8.4,4.7,14.1,18.7,23.8,28.5,13.5,12.1,20.5,19.1
6/27/2006,154667,27082,43478,40469,74574,62746,142126,146693,12541,7974,17.5,28.1,26.2,48.2,40.6,91.9,94.8,8.1,5.2,14,20.7,24.3,30.4,14,13.9,21.5,20.2
6/20/2006,157556,25760,40275,38128,80926,70658,144814,149061,12743,8495,16.3,25.6,24.2,51.4,44.8,91.9,94.6,8.1,5.4,17.9,23.8,28.3,32.8,13.8,12.5,21,18.6
6/13/2006,159563,24773,38965,35178,84681,74905,144632,149048,14931,10515,15.5,24.4,22,53.1,46.9,90.6,93.4,9.4,6.6,20,25.4,30.1,33.8,13.7,11.7,20.9,17.8
6/6/2006,162075,24383,37072,41527,82739,74278,148649,152878,13426,9197,15,22.9,25.6,51,45.8,91.7,94.3,8.3,5.7,18.3,25.1,27.9,34.7,13.4,13.3,20.5,19.2
5/30/2006,151429,23701,31995,40771,73625,69476,138097,142242,13332,9187,15.7,21.1,26.9,48.6,45.9,91.2,93.9,8.8,6.1,14.8,22.2,25,32.1,14.3,14.7,22,21.4
5/23/2006,142757,23617,28092,39463,66549,66068,129629,133622,13128,9134,16.5,19.7,27.6,46.6,46.3,90.8,93.6,9.2,6.4,15.5,20.6,25.4,30.1,14.9,14.8,23,22.2
5/16/2006,134712,22857,23463,36243,62360,66068,121460,125775,13252,8937,17,17.4,26.9,46.3,49,90.2,93.4,9.8,6.6,15.5,20.2,25,29.3,15.3,15.3,22.9,23.1
5/9/2006,131932,25734,16372,36234,57111,71791,119080,124397,12852,7535,19.5,12.4,27.5,43.3,54.4,90.3,94.3,9.7,5.7,15.9,21.5,24.5,30.2,15.6,17.2,22.8,25.1
5/2/2006,132153,27470,14811,35636,56235,74003,119341,124450,12811,7703,20.8,11.2,27,42.6,56,90.3,94.2,9.7,5.8,15.9,22.5,24.4,31.7,15.4,18.4,23.1,26.3
4/25/2006,129678,27222,15973,32137,57790,74110,117149,122219,12529,7459,21,12.3,24.8,44.6,57.1,90.3,94.2,9.7,5.8,16.9,23,26,32.7,16,17.3,24.2,25.5
4/18/2006,128570,25341,18507,32037,58707,68852,116085,119396,12486,9174,19.7,14.4,24.9,45.7,53.6,90.3,92.9,9.7,7.1,16.7,21,26.5,31.6,16.2,14,23.8,22.6
4/11/2006,144627,24353,18914,43120,64235,73225,131708,135259,12919,9368,16.8,13.1,29.8,44.4,50.6,91.1,93.5,8.9,6.5,16.8,20.8,27.5,31.2,14.5,11.9,21,19.2
4/4/2006,142546,24136,16806,44108,61682,72501,129927,133416,12619,9130,16.9,11.8,30.9,43.3,50.9,91.1,93.6,8.9,6.4,15.8,19.5,26.3,30,14.7,12.1,21.2,19.7
3/28/2006,139320,21039,16173,42851,64015,70767,127905,129791,11415,9529,15.1,11.6,30.8,45.9,50.8,91.8,93.2,8.2,6.8,16.4,19.9,27.9,30.9,15,11.9,22.3,19.3
3/21/2006,132235,20100,14376,40075,61236,69449,121411,123901,10824,8334,15.2,10.9,30.3,46.3,52.5,91.8,93.7,8.2,6.3,16.3,20.5,27.6,31.7,15.7,13.6,23,20.8
3/14/2006,127491,18508,14761,38177,60093,66616,116778,119554,10714,7937,14.5,11.6,29.9,47.1,52.3,91.6,93.8,8.4,6.2,16.5,20.8,28.1,31,16,13.5,23.4,20.6
3/7/2006,128864,19239,13721,40002,57545,66805,116787,120528,12077,8337,14.9,10.6,31,44.7,51.8,90.6,93.5,9.4,6.5,16.7,20.2,28,30.7,15.9,13.3,22.8,20.7
2/28/2006,124879,20236,13299,36123,55504,66907,111863,116329,13016,8550,16.2,10.6,28.9,44.4,53.6,89.6,93.2,10.4,6.8,16.3,19.7,27,29.9,16.1,12.7,23,20.9
2/21/2006,124528,20199,11370,36532,55631,68890,112362,116792,12166,7736,16.2,9.1,29.3,44.7,55.3,90.2,93.8,9.8,6.2,16.1,19.1,27,29.3,15.9,12.6,22.8,20.5
2/14/2006,127993,26465,10128,36146,53466,74491,116077,120764,11915,7228,20.7,7.9,28.2,41.8,58.2,90.7,94.4,9.3,5.6,17.3,21,27.8,31.1,15.2,14.2,21.5,22.2
2/7/2006,143831,32597,9584,44690,51530,80496,128818,134770,15013,9061,22.7,6.7,31.1,35.8,56,89.6,93.7,10.4,6.3,13.8,18.4,23.5,28.2,13.4,13.8,19.3,21.4
1/31/2006,149094,33828,8807,49135,50488,81431,133451,139373,15643,9722,22.7,5.9,33,33.9,54.6,89.5,93.5,10.5,6.5,13.6,17.4,22.6,27,13.1,13.1,19.2,20.6
1/24/2006,147495,34346,8931,49747,49349,79851,133443,138529,14052,8966,23.3,6.1,33.7,33.5,54.1,90.5,93.9,9.5,6.1,13.7,17.2,22.7,26.8,13.1,13.2,19.6,20.9
1/17/2006,138973,31836,9804,45457,47785,74187,125078,129448,13895,9525,22.9,7.1,32.7,34.4,53.4,90,93.1,10,6.9,14.6,17.3,23.5,27,13.6,13.7,20.1,21.2
1/10/2006,133877,28023,9642,47808,45045,67459,120876,124909,13000,8968,20.9,7.2,35.7,33.6,50.4,90.3,93.3,9.7,6.7,15.4,18.6,24.8,28,13.9,14.6,20.5,21.5
1/3/2006,113292,18232,14511,34926,47169,55322,100327,104759,12966,8533,16.1,12.8,30.8,41.6,48.8,88.6,92.5,11.4,7.5,16.2,17.6,26,26.4,16.1,14.1,23.2,20.3
12/27/2005,111824,17732,16929,33378,49036,53533,100146,103840,11677,7984,15.9,15.1,29.8,43.9,47.9,89.6,92.9,10.4,7.1,16.2,17.5,26.2,26.4,16.2,13.7,23.4,20.3
12/20/2005,109022,15351,18353,33188,48972,49748,97511,101288,11511,7734,14.1,16.8,30.4,44.9,45.6,89.4,92.9,10.6,7.1,16.5,15.8,26.5,25.2,16.4,12.3,23.6,19.1
12/13/2005,108085,14612,20570,31455,50465,47849,96532,99875,11552,8210,13.5,19,29.1,46.7,44.3,89.3,92.4,10.7,7.6,16.5,15.7,27.1,25.8,16.5,12.9,24.2,19.2
12/6/2005,107762,13631,18504,33246,50244,48352,97121,100101,10641,7661,12.6,17.2,30.9,46.6,44.9,90.1,92.9,9.9,7.1,16.3,15.7,27,25.8,16.3,12.9,23.6,19.3
11/29/2005,101375,14313,12538,30767,46678,51109,91758,94414,9617,6961,14.1,12.4,30.4,46,50.4,90.5,93.1,9.5,6.9,17,17,27.6,27,16.7,12.9,24.3,19.3
11/22/2005,100395,15319,12320,29825,44901,51071,90045,93215,10351,7180,15.3,12.3,29.7,44.7,50.9,89.7,92.8,10.3,7.2,17.1,17.2,28,27.5,16.8,12.8,24.6,19.2
11/15/2005,106844,15553,11133,29289,50477,58774,95319,99196,11525,7648,14.6,10.4,27.4,47.2,55,89.2,92.8,10.8,7.2,16.5,19.1,28,31.4,15.4,12,22.6,18.3
11/8/2005,121506,20857,11816,39256,51175,65050,111289,116123,10217,5383,17.2,9.7,32.3,42.1,53.5,91.6,95.6,8.4,4.4,17.3,20,28.5,31.6,13.5,11.4,20.4,18.4
11/1/2005,116311,16537,12014,38163,52411,60458,107111,110635,9200,5676,14.2,10.3,32.8,45.1,52,92.1,95.1,7.9,4.9,17.1,20.2,28.7,32,14.1,11.8,20.8,18.3
10/25/2005,120401,18104,12097,40133,51497,61606,109735,113836,10667,6565,15,10,33.3,42.8,51.2,91.1,94.5,8.9,5.5,17.7,19.1,28.1,31.2,13.4,11.2,20.2,17.4
10/18/2005,123261,16615,13979,39985,52600,59023,109200,112987,14062,10275,13.5,11.3,32.4,42.7,47.9,88.6,91.7,11.4,8.3,17.3,18.3,27.1,29.8,13,10.5,19.8,16.5
10/11/2005,127051,17411,17563,43363,54462,57798,115235,118723,11816,8328,13.7,13.8,34.1,42.9,45.5,90.7,93.4,9.3,6.6,17.4,18.8,27.5,29.4,12.8,10.7,19.5,16.9
10/4/2005,125065,16804,20092,41388,55715,54998,113908,116478,11157,8587,13.4,16.1,33.1,44.5,44,91.1,93.1,8.9,6.9,16.8,19,27.1,29.4,13.1,11.9,19.9,18.4
9/27/2005,124531,15707,19919,41081,56527,53614,113316,114615,11215,9916,12.6,16,33,45.4,43.1,91,92,9,8,16.9,19.5,27.3,29.5,13.5,12.1,20.2,18.6
9/20/2005,118982,16113,18920,37509,54499,53464,108121,109894,10861,9088,13.5,15.9,31.5,45.8,44.9,90.9,92.4,9.1,7.6,16.4,20.1,27.3,30,13.4,12.4,20.5,19.4
9/13/2005,115990,17837,19815,33124,55146,55094,106107,108033,9882,7957,15.4,17.1,28.6,47.5,47.5,91.5,93.1,8.5,6.9,16.8,20.5,28.1,31.2,14.4,13.1,22.6,19.5
9/6/2005,116611,20189,18315,32406,53260,58111,105855,108831,10756,7780,17.3,15.7,27.8,45.7,49.8,90.8,93.3,9.2,6.7,16.3,19.7,27.9,30.8,15,13.5,23.1,19.9
8/30/2005,113167,18957,18571,30449,53831,55926,103237,104945,9930,8221,16.8,16.4,26.9,47.6,49.4,91.2,92.7,8.8,7.3,16.7,18.8,28.1,29.6,15.5,13.4,24.3,20.1
8/23/2005,110861,21131,17713,27406,52413,58532,100949,103651,9912,7210,19.1,16,24.7,47.3,52.8,91.1,93.5,8.9,6.5,16.6,19.7,27.6,30.6,15.7,14.4,24.4,21.3
8/16/2005,115922,21557,16548,25949,58706,66123,106213,108620,9709,7302,18.6,14.3,22.4,50.6,57,91.6,93.7,8.4,6.3,16,19.9,28.4,31.7,15,13,24,20.7
8/9/2005,124443,24563,15521,31689,58540,70122,114793,117332,9650,7111,19.7,12.5,25.5,47,56.3,92.2,94.3,7.8,5.7,15.8,19.3,26.8,29.4,14,12.8,23.2,20.5
8/2/2005,124755,25051,15375,30619,57153,70277,112822,116270,11933,8485,20.1,12.3,24.5,45.8,56.3,90.4,93.2,9.6,6.8,16.2,19.8,27.1,29.5,14.1,13.2,23.3,21.2
7/26/2005,123554,23097,15475,30023,58424,69115,111544,114613,12009,8941,18.7,12.5,24.3,47.3,55.9,90.3,92.8,9.7,7.2,16.3,20.7,27.6,30.3,14.5,13.9,23.8,22.1
7/19/2005,125423,23335,15979,30075,58618,69001,112028,115056,13395,10367,18.6,12.7,24,46.7,55,89.3,91.7,10.7,8.3,16.1,20.2,27.2,29.7,14.3,13.9,23.4,21.9
7/12/2005,120996,25730,14824,27034,55934,69864,108699,111722,12298,9274,21.3,12.3,22.3,46.2,57.7,89.8,92.3,10.2,7.7,16.2,21.1,27.9,31.3,15.2,14.9,24.7,23.5
7/5/2005,120323,25006,14760,27626,56413,69486,109045,111871,11278,8452,20.8,12.3,23,46.9,57.7,90.6,93,9.4,7,15.9,21,27.4,31.5,15.1,15,24.4,23.7
6/28/2005,118891,24344,13681,27670,56020,69550,108035,110901,10856,7990,20.5,11.5,23.3,47.1,58.5,90.9,93.3,9.1,6.7,15.9,20.9,28,31.6,15.7,15.3,24.7,24.2
6/21/2005,115177,23578,12774,25323,55812,68601,104713,106698,10464,8479,20.5,11.1,22,48.5,59.6,90.9,92.6,9.1,7.4,16.7,22,29.1,33.2,16.3,15.8,25.3,24.9
6/14/2005,118984,24200,10272,24936,61093,77965,110229,113173,8756,5812,20.3,8.6,21,51.3,65.5,92.6,95.1,7.4,4.9,18.6,23.9,30.7,36.2,15.5,15.5,24.6,25
6/7/2005,134219,34601,9281,36398,52118,82112,123117,127791,11101,6427,25.8,6.9,27.1,38.8,61.2,91.7,95.2,8.3,4.8,14.7,21.4,24.9,32.3,14,16.4,22,25
5/31/2005,125014,29656,9290,33363,51513,75281,114531,117934,10483,7080,23.7,7.4,26.7,41.2,60.2,91.6,94.3,8.4,5.7,15.3,22.3,25.9,32.9,15.3,17.7,24,25.2
5/24/2005,124477,30772,9093,32495,50587,76462,113854,118050,10623,6427,24.7,7.3,26.1,40.6,61.4,91.5,94.8,8.5,5.2,15,23.6,25.8,34.2,15,19.1,23.5,26.7
5/17/2005,124783,29967,9570,32097,50479,75341,112543,117008,12239,7775,24,7.7,25.7,40.5,60.4,90.2,93.8,9.8,6.2,15.1,23.8,25.9,34.4,14.8,19.1,23.2,26.6
5/10/2005,131312,33158,10240,35031,50233,78792,118422,124062,12891,7250,25.3,7.8,26.7,38.3,60,90.2,94.5,9.8,5.5,14.4,23.2,24.4,34.4,13.8,18.4,21.6,26.2
5/3/2005,131218,33888,9205,34229,49589,80105,117706,123539,13512,7679,25.8,7,26.1,37.8,61,89.7,94.1,10.3,5.9,13.3,23.2,23.1,34.8,12.3,18.8,19.9,26.7
4/26/2005,138548,34206,8856,39312,51045,81903,124564,130071,13985,8477,24.7,6.4,28.4,36.8,59.1,89.9,93.9,10.1,6.1,14.4,23.5,23.8,35.2,11.7,17.9,18.8,25.8
4/19/2005,131610,29819,7565,33670,55053,82745,118542,123979,13068,7631,22.7,5.7,25.6,41.8,62.9,90.1,94.2,9.9,5.8,14.6,24.3,25.4,36.7,12.7,18.6,20,26.2
4/12/2005,137422,36544,7213,35813,53949,87734,126305,130759,11117,6663,26.6,5.2,26.1,39.3,63.8,91.9,95.2,8.1,4.8,15.7,22.2,26.1,34.4,13.2,15.8,20.7,25.4
4/5/2005,158497,45344,8270,46210,52341,94406,143895,148885,14602,9612,28.6,5.2,29.2,33,59.6,90.8,93.9,9.2,6.1,12.8,19.5,22.4,31,11.3,14.8,18.6,24.4
3/29/2005,157320,44888,8224,44618,53582,95430,143088,148272,14232,9048,28.5,5.2,28.4,34.1,60.7,91,94.2,9,5.8,12.3,19.4,21.7,30.5,11.7,15.3,19.1,25
3/22/2005,169555,53316,10849,48040,53708,101629,155064,160518,14491,9037,31.4,6.4,28.3,31.7,59.9,91.5,94.7,8.5,5.3,12.1,19.4,21.3,30.3,11.5,15.9,19.7,25.9
3/15/2005,171480,55555,11348,47860,52564,102278,155978,161486,15502,9994,32.4,6.6,27.9,30.7,59.6,91,94.2,9,5.8,12.1,19.1,21.5,30.1,11.3,15.5,19.2,25.6
3/8/2005,169687,55766,11263,48283,50058,100326,154108,159873,15579,9815,32.9,6.6,28.5,29.5,59.1,90.8,94.2,9.2,5.8,12.6,19.6,21.8,30.5,11.2,16,19.2,25.4
3/1/2005,151408,53500,10735,37425,45995,95307,136920,143467,14488,7941,35.3,7.1,24.7,30.4,62.9,90.4,94.8,9.6,5.2,13.4,20.9,22.2,31.7,12.3,17.1,20.2,26.5
2/22/2005,141858,52953,10312,30876,44346,93207,128175,134395,13683,7463,37.3,7.3,21.8,31.3,65.7,90.4,94.7,9.6,5.3,13.8,20.9,23.5,32.4,13.4,17.3,21.6,26.9
2/15/2005,147729,54856,9820,30446,46756,96017,132058,136283,15670,11446,37.1,6.6,20.6,31.7,65,89.4,92.3,10.6,7.7,14.4,21.5,24.5,33.2,12.6,16.9,20.1,25.4
2/8/2005,150355,48770,10208,40487,46355,91395,135612,142091,14743,8264,32.4,6.8,26.9,30.8,60.8,90.2,94.5,9.8,5.5,12.5,19,20.7,29.7,11.1,15.3,18.2,24.8
2/1/2005,145260,42891,10377,39796,48646,87405,131333,137578,13927,7682,29.5,7.1,27.4,33.5,60.2,90.4,94.7,9.6,5.3,12.7,20,20.7,31.1,10.8,15.6,17.6,24.3
1/25/2005,144680,43249,10002,40348,47998,88016,131595,138366,13085,6314,29.9,6.9,27.9,33.2,60.8,91,95.6,9,4.4,12.5,20.6,20.6,32,10.2,15.6,17.2,24.9
1/18/2005,141195,42526,9451,39688,46728,85959,128943,135098,12252,6097,30.1,6.7,28.1,33.1,60.9,91.3,95.7,8.7,4.3,13,20.8,21.4,32,10.4,15.2,17.3,24.6
1/11/2005,139781,40277,8228,39225,48343,86552,127844,134004,11936,5777,28.8,5.9,28.1,34.6,61.9,91.5,95.9,8.5,4.1,14,20.8,22.6,32.5,11,15.1,18.4,23.9
1/4/2005,151355,48045,7865,42740,48625,94659,139410,145264,11945,6091,31.7,5.2,28.2,32.1,62.5,92.1,96,7.9,4,13.8,20.3,23.1,31.6,12,14.5,19.6,23.3
12/28/2004,156467,50969,10254,43609,49488,96022,144067,149885,12401,6582,32.6,6.6,27.9,31.6,61.4,92.1,95.8,7.9,4.2,14.3,20.2,23.4,31.5,12.1,14.1,19.7,23.6
12/21/2004,157674,53048,9706,42530,48770,97366,144348,149603,13325,8071,33.6,6.2,27,30.9,61.8,91.5,94.9,8.5,5.1,14.1,19.8,23.2,30.9,12.2,13.9,19.8,23.2
12/14/2004,141085,49230,8663,34198,45006,91235,128434,134095,12651,6990,34.9,6.1,24.2,31.9,64.7,91,95,9,5,14.2,20,24.3,31.2,13.3,15,21.8,24.1
12/7/2004,147863,51521,9505,39482,43253,91469,134256,140456,13607,7407,34.8,6.4,26.7,29.3,61.9,90.8,95,9.2,5,13.6,18,22.8,28.9,12.9,13.5,20.8,23.2
11/30/2004,137269,46169,8529,34839,42055,86157,123063,129524,14206,7745,33.6,6.2,25.4,30.6,62.8,89.7,94.4,10.3,5.6,14.2,18,23.2,29.1,12.8,13.6,20.7,22.5
11/23/2004,123220,39297,7880,29545,40622,78638,109464,116063,13756,7157,31.9,6.4,24,33,63.8,88.8,94.2,11.2,5.8,15.1,17.8,24.7,29.7,13.8,13.2,22,22.7
11/16/2004,121350,33854,7283,26876,45797,78574,106527,112733,14823,8617,27.9,6,22.1,37.7,64.7,87.8,92.9,12.2,7.1,16,19.4,26.8,31.4,13.9,12.4,20.9,21.4
11/9/2004,112364,21915,7289,31302,44664,65283,97881,103874,14483,8490,19.5,6.5,27.9,39.7,58.1,87.1,92.4,12.9,7.6,15.6,16.2,23.7,27.9,13.1,10.8,19,19
11/2/2004,107189,20037,10565,29407,45247,59371,94691,99343,12497,7846,18.7,9.9,27.4,42.2,55.4,88.3,92.7,11.7,7.3,16.1,16,25.4,26.9,14.4,10.7,20.6,18.7
10/26/2004,101797,19254,9052,27497,42824,57194,89576,93744,12222,8054,18.9,8.9,27,42.1,56.2,88,92.1,12,7.9,16.3,15.9,25.1,27.4,14.6,11.6,21.3,20.3
10/19/2004,106329,17769,16899,28445,47768,53579,93982,98924,12347,7405,16.7,15.9,26.8,44.9,50.4,88.4,93,11.6,7,22.2,21.2,30.4,31.8,21,17.8,27.4,26.6
10/12/2004,107013,20985,15134,26640,47163,58244,94788,100017,12225,6996,19.6,14.1,24.9,44.1,54.4,88.6,93.5,11.4,6.5,22.3,21.7,30.2,33.1,20.9,19,27.6,28.4
10/5/2004,114862,23772,13608,30635,46593,63041,101000,107284,13861,7578,20.7,11.8,26.7,40.6,54.9,87.9,93.4,12.1,6.6,21.9,20.9,30.8,33.2,20.3,18,26.8,27
9/28/2004,122328,27769,15457,32915,47290,65308,107973,113679,14355,8649,22.7,12.6,26.9,38.7,53.4,88.3,92.9,11.7,7.1,20.2,19.3,28.8,31.5,18.8,16.8,25.6,25.7
9/21/2004,115017,21658,18635,29306,49836,59084,100801,107025,14216,7992,18.8,16.2,25.5,43.3,51.4,87.6,93.1,12.4,6.9,21.1,18.7,30.3,30.5,20.1,16.2,26.7,24.8
9/14/2004,109559,18407,23550,25469,52069,53076,95945,102095,13614,7464,16.8,21.5,23.2,47.5,48.4,87.6,93.2,12.4,6.8,22.2,16.9,32.1,28.8,22.1,14.4,29.8,24
9/7/2004,104414,14903,29792,21622,54161,45832,90687,97245,13727,7168,14.3,28.5,20.7,51.9,43.9,86.9,93.1,13.1,6.9,24.4,15.5,34.2,26.1,24.4,13.2,32.5,22.8
8/31/2004,105102,15760,30104,22156,53698,46274,91614,98534,13488,6569,15,28.6,21.1,51.1,44,87.2,93.8,12.8,6.2,24.1,15.9,33.8,26.7,24.1,13.3,32.3,23.1
8/24/2004,104597,16210,30482,20961,53625,46106,90797,97549,13800,7047,15.5,29.1,20,51.3,44.1,86.8,93.3,13.2,6.7,23.7,16.2,33.5,26.7,23.5,14.2,31.8,23.9
8/17/2004,112198,15625,31089,21042,62034,52953,98701,105084,13497,7114,13.9,27.7,18.8,55.3,47.2,88,93.7,12,6.3,24,18.8,33.8,29.3,22.7,14.5,30.6,24
8/10/2004,127314,16362,33898,30163,67791,57097,114316,121157,12997,6157,12.9,26.6,23.7,53.2,44.8,89.8,95.2,10.2,4.8,21.7,18.7,31.6,29.9,20.5,15,27.4,23
8/3/2004,124635,16790,31517,29450,64003,55882,110243,116849,14392,7786,13.5,25.3,23.6,51.4,44.8,88.5,93.8,11.5,6.2,21.9,18.7,31.9,29.3,20.9,15.1,27.6,22.8
