Date,Value
2008-04-30,119957524.0
2008-03-31,117683187.0
2008-02-29,121534028.0
2008-01-31,110538018.0
2007-12-31,120215993.0
2007-11-30,141286620.0
2007-10-31,147936937.0
2007-09-30,119172553.0
2007-08-31,124137670.0
2007-07-31,111852360.0
2007-06-30,111430349.0
2007-05-31,119174440.0
2007-04-30,116883014.0
2007-03-31,129593520.0
2007-02-28,121333153.0
2007-01-31,125149141.0
2006-12-31,132352595.0
2006-11-30,169657710.0
2006-10-31,156850191.0
2006-09-30,143155675.0
2006-08-31,147255720.0
2006-07-31,107523488.0
2006-06-30,100853687.0
2006-05-31,105121591.0
2006-04-30,96882403.0
2006-03-31,106998625.0
2006-02-28,108414329.0
2006-01-31,100461692.0
2005-12-31,108633103.0
2005-11-30,116940560.0
2005-10-31,116075793.0
2005-09-30,97930376.0
2005-08-31,127305860.0
2005-07-31,92781910.0
2005-06-30,108821272.0
2005-05-31,106833983.0
2005-04-30,116430470.0
2005-03-31,129119868.0
2005-02-28,117071560.0
2005-01-31,113879224.0
2004-12-31,135836640.0
2004-11-30,146352980.0
2004-10-31,141870180.0
2004-09-30,126696700.0
2004-08-31,132407940.0
2004-07-31,101081100.0
2004-06-30,106078358.0
2004-05-31,104543261.0
2004-04-30,95216920.0
2004-03-31,117238092.0
2004-02-29,107911480.0
2004-01-31,95389500.0
2003-12-31,112631203.0
2003-11-30,122624629.0
2003-10-31,135619160.0
2003-09-30,139062660.0
2003-08-31,98385900.0
2003-07-31,91037200.0
2003-06-30,92221400.0
2003-05-31,107334180.0
2003-04-30,106986680.0
2003-03-31,102213280.0
2003-02-28,142007056.0
2003-01-31,118673500.0
2002-12-31,141713940.0
2002-11-30,171254260.0
2002-10-31,175040820.0
2002-09-30,181786220.0
2002-08-31,170495040.0
2002-07-31,152299020.0
2002-06-30,66040136.0
2002-05-31,93133480.0
2002-04-30,114083760.0
2002-03-31,94167960.0
2002-02-28,95857340.0
2002-01-31,95161140.0
2001-12-31,97468240.0
2001-11-30,141476540.0
2001-10-31,136897020.0
2001-09-30,117929220.0
2001-08-31,146030078.0
2001-07-31,94220840.0
2001-06-30,98244420.0
2001-05-31,89862120.0
2001-04-30,95801460.0
2001-03-31,87393120.0
2001-02-28,77401780.0
2001-01-31,69599020.0
2000-12-31,76735820.0
2000-11-30,97479400.0
2000-10-31,103535621.0
2000-09-30,87656020.0
2000-08-31,95998880.0
2000-07-31,57663140.0
2000-06-30,74928040.0
2000-05-31,85927000.0
2000-04-30,67328860.0
2000-03-31,69751520.0
2000-02-29,80497520.0
2000-01-31,69196480.0
1999-12-31,97773920.0
1999-11-30,113274060.0
1999-10-31,109313700.0
1999-09-30,113696560.0
1999-08-31,118776000.0
1999-07-31,88228121.0
1999-06-30,90574440.0
1999-05-31,99334680.0
1999-04-30,106829980.0
1999-03-31,132537120.0
1999-02-28,115996200.0
1999-01-31,85098900.0
1998-12-31,108483000.0
1998-11-30,98026940.0
1998-10-31,116827160.0
1998-09-30,119073020.0
1998-08-31,112533700.0
1998-07-31,105374580.0
1998-06-30,79623800.0
1998-05-31,55497120.0
1998-04-30,48722660.0
1998-03-31,48581000.0
1998-02-28,55579880.0
1998-01-31,47400050.0
1997-12-31,60633050.0
1997-11-30,64004840.0
1997-10-31,80206990.0
1997-09-30,75748490.0
1997-08-31,73657390.0
1997-07-31,61922650.0
1997-06-30,59775500.0
1997-05-31,76127720.0
1997-04-30,83212590.0
1997-03-31,83438330.0
1997-02-28,72757959.0
1997-01-31,77188910.0
1996-12-31,83139439.0
1996-11-30,96051110.0
1996-10-31,119648220.0
1996-09-30,80948310.0
1996-08-31,93977940.0
1996-07-31,70641570.0
1996-06-30,49211460.0
1996-05-31,44500340.0
1996-04-30,35375100.0
1996-03-31,30876360.0
1996-02-29,35049540.0
1996-01-31,38487080.0
1995-12-31,42398140.0
1995-11-30,49918520.0
1995-10-31,62127600.0
1995-09-30,77139800.0
1995-08-31,70518060.0
1995-07-31,50898180.0
1995-06-30,72676610.0
1995-05-31,67504000.0
1995-04-30,62057870.0
1995-03-31,62897530.0
1995-02-28,51986800.0
1995-01-31,51179530.0
1994-12-31,76250700.0
1994-11-30,100924140.0
1994-10-31,93112100.0
1994-09-30,92205060.0
1994-08-31,82207380.0
1994-07-31,67953840.0
1994-06-30,61836000.0
1994-05-31,51290685.0
1994-04-30,38210020.0
1994-03-31,45232020.0
1994-02-28,93591600.0
1994-01-31,68409300.0
1993-12-31,103670316.0
1993-11-30,81660520.0
1993-10-31,72941221.0
1993-09-30,144100862.0
1993-08-31,94395650.0
1993-07-31,91332003.0
1993-06-30,68663483.0
1993-05-31,50329422.0
1993-04-30,59263209.0
1993-03-31,69121450.0
1993-02-28,67185725.0
1993-01-31,61855580.0
1992-12-31,84483060.0
1992-11-30,61875760.0
1992-10-31,86218500.0
1992-09-30,62723650.0
1992-08-31,76310880.0
1992-07-31,94711680.0
1992-06-30,66471960.0
1992-05-31,80213813.0
1992-04-30,83496900.0
1992-03-31,81898900.0
1992-02-29,104440860.0
1992-01-31,135027500.0
1991-12-31,123995700.0
1991-11-30,109606440.0
1991-10-31,107108220.0
1991-09-30,63862210.0
1991-08-31,134734876.0
1991-07-31,62167100.0
1991-06-30,76933235.0
1991-05-31,69787860.0
1991-04-30,76602720.0
1991-03-31,93067660.0
1991-02-28,71125420.0
1991-01-31,105555080.0
1990-12-31,113817220.0
1990-11-30,122640380.0
1990-10-31,59264300.0
1990-09-30,42220560.0
1990-08-31,77973540.0
1990-07-31,57285858.0
1990-06-30,56691860.0
1990-05-31,57530740.0
1990-04-30,65441761.0
1990-03-31,71653260.0
1990-02-28,61524487.0
1990-01-31,66847440.0
1989-12-31,125096880.0
1989-11-30,68527320.0
1989-10-31,89136720.0
1989-09-30,134383620.0
1989-08-31,91922700.0
1989-07-31,55694700.0
1989-06-30,54663540.0
1989-05-31,75975000.0
1989-04-30,28189680.0
1989-03-31,84764340.0
1989-02-28,65339820.0
1989-01-31,75340200.0
